"","Partito","Data","Percentuale","Istituto","Campione"
"1050","ÖVP",2022-09-15,21,"Unique Research",1600
"1051","FPÖ",2022-09-20,23,"Market",2000
"1052","GRÜNE",2022-09-20,11,"Market",2000
"1053","NEOS",2022-09-20,12,"Market",2000
"1054","SPÖ",2022-09-20,28,"Market",2000
"1055","ÖVP",2022-09-20,20,"Market",2000
"1056","FPÖ",2022-09-27,24,"Market",2000
"1057","GRÜNE",2022-09-27,10,"Market",2000
"1058","NEOS",2022-09-27,12,"Market",2000
"1059","SPÖ",2022-09-27,27,"Market",2000
"1060","ÖVP",2022-09-27,21,"Market",2000
"1061","FPÖ",2022-09-28,22,"OGM",1098
"1062","GRÜNE",2022-09-28,10,"OGM",1098
"1063","NEOS",2022-09-28,10,"OGM",1098
"1064","SPÖ",2022-09-28,28,"OGM",1098
"1065","ÖVP",2022-09-28,22,"OGM",1098
"1066","FPÖ",2022-10-05,24,"Market",2000
"1067","GRÜNE",2022-10-05,9,"Market",2000
"1068","NEOS",2022-10-05,12,"Market",2000
"1069","SPÖ",2022-10-05,28,"Market",2000
"1070","ÖVP",2022-10-05,22,"Market",2000
"1071","FPÖ",2022-10-06,23,"INSA",1000
"1072","GRÜNE",2022-10-06,10,"INSA",1000
"1073","NEOS",2022-10-06,9,"INSA",1000
"1074","SPÖ",2022-10-06,28,"INSA",1000
"1075","ÖVP",2022-10-06,22,"INSA",1000
"1076","FPÖ",2022-10-12,25,"Market",2000
"1077","FPÖ",2022-10-12,23,"Market",2000
"1078","GRÜNE",2022-10-12,10,"Market",2000
"1079","GRÜNE",2022-10-12,8,"Market",2000
"1080","NEOS",2022-10-12,10,"Market",2000
"1081","NEOS",2022-10-12,8,"Market",2000
"1082","SPÖ",2022-10-12,28,"Market",2000
"1083","SPÖ",2022-10-12,27,"Market",2000
"1084","ÖVP",2022-10-12,22,"Market",2000
"1085","ÖVP",2022-10-12,21,"Market",2000
"1086","FPÖ",2022-10-13,24,"Unique Research",800
"1087","GRÜNE",2022-10-13,11,"Unique Research",800
"1088","NEOS",2022-10-13,10,"Unique Research",800
"1089","SPÖ",2022-10-13,28,"Unique Research",800
"1090","ÖVP",2022-10-13,23,"Unique Research",800
"1091","FPÖ",2022-10-14,24,"IFDD",1007
"1092","GRÜNE",2022-10-14,10,"IFDD",1007
"1093","NEOS",2022-10-14,10,"IFDD",1007
"1094","SPÖ",2022-10-14,28,"IFDD",1007
"1095","ÖVP",2022-10-14,23,"IFDD",1007
"1096","FPÖ",2022-10-19,25,"Market",2000
"1097","GRÜNE",2022-10-19,10,"Market",2000
"1098","NEOS",2022-10-19,10,"Market",2000
"1099","SPÖ",2022-10-19,27,"Market",2000
"1100","ÖVP",2022-10-19,22,"Market",2000
"1101","FPÖ",2022-10-25,26,"Market",2000
"1102","GRÜNE",2022-10-25,11,"Market",2000
"1103","NEOS",2022-10-25,11,"Market",2000
"1104","SPÖ",2022-10-25,26,"Market",2000
"1105","ÖVP",2022-10-25,21,"Market",2000
"1106","FPÖ",2022-10-28,25,"IFDD",1250
"1107","FPÖ",2022-10-28,24,"IFDD",1250
"1108","GRÜNE",2022-10-28,11,"IFDD",1250
"1109","GRÜNE",2022-10-28,8,"IFDD",1250
"1110","NEOS",2022-10-28,11,"IFDD",1250
"1111","NEOS",2022-10-28,10,"IFDD",1250
"1112","SPÖ",2022-10-28,27,"IFDD",1250
"1113","SPÖ",2022-10-28,25,"IFDD",1250
"1114","ÖVP",2022-10-28,20,"IFDD",1250
"1115","ÖVP",2022-10-28,19,"IFDD",1250
"1116","FPÖ",2022-11-02,25,"Market",2000
"1117","GRÜNE",2022-11-02,11,"Market",2000
"1118","NEOS",2022-11-02,12,"Market",2000
"1119","SPÖ",2022-11-02,26,"Market",2000
"1120","ÖVP",2022-11-02,21,"Market",2000
"1121","FPÖ",2022-11-04,23,"INSA",1000
"1122","GRÜNE",2022-11-04,10,"INSA",1000
"1123","NEOS",2022-11-04,9,"INSA",1000
"1124","SPÖ",2022-11-04,29,"INSA",1000
"1125","ÖVP",2022-11-04,21,"INSA",1000
"1126","FPÖ",2022-11-09,24,"Market",2000
"1127","GRÜNE",2022-11-09,11,"Market",2000
"1128","NEOS",2022-11-09,12,"Market",2000
"1129","SPÖ",2022-11-09,27,"Market",2000
"1130","ÖVP",2022-11-09,22,"Market",2000
"1131","FPÖ",2022-11-10,25,"OGM",1091
"1132","FPÖ",2022-11-10,25,"Unique Research",800
"1133","GRÜNE",2022-11-10,8,"OGM",1091
"1134","GRÜNE",2022-11-10,10,"Unique Research",800
"1135","NEOS",2022-11-10,10,"OGM",1091
"1136","NEOS",2022-11-10,10,"Unique Research",800
"1137","SPÖ",2022-11-10,24,"OGM",1091
"1138","SPÖ",2022-11-10,27,"Unique Research",800
"1139","ÖVP",2022-11-10,19,"OGM",1091
"1140","ÖVP",2022-11-10,22,"Unique Research",800
"1141","FPÖ",2022-11-16,25,"Market",2000
"1142","GRÜNE",2022-11-16,10,"Market",2000
"1143","NEOS",2022-11-16,12,"Market",2000
"1144","SPÖ",2022-11-16,27,"Market",2000
"1145","ÖVP",2022-11-16,22,"Market",2000
"1146","FPÖ",2022-11-23,26,"Market",2000
"1147","GRÜNE",2022-11-23,10,"Market",2000
"1148","NEOS",2022-11-23,13,"Market",2000
"1149","SPÖ",2022-11-23,25,"Market",2000
"1150","ÖVP",2022-11-23,20,"Market",2000
"1151","FPÖ",2022-11-30,27,"Market",2000
"1152","GRÜNE",2022-11-30,10,"Market",2000
"1153","NEOS",2022-11-30,12,"Market",2000
"1154","SPÖ",2022-11-30,25,"Market",2000
"1155","ÖVP",2022-11-30,21,"Market",2000
"1156","FPÖ",2022-12-05,29,"Market",804
"1157","GRÜNE",2022-12-05,10,"Market",804
"1158","NEOS",2022-12-05,11,"Market",804
"1159","SPÖ",2022-12-05,27,"Market",804
"1160","ÖVP",2022-12-05,21,"Market",804
"1161","FPÖ",2022-12-07,29,"Market",2000
"1162","FPÖ",2022-12-07,26,"Unique Research",800
"1163","GRÜNE",2022-12-07,9,"Market",2000
"1164","GRÜNE",2022-12-07,11,"Unique Research",800
"1165","NEOS",2022-12-07,10,"Market",2000
"1166","NEOS",2022-12-07,10,"Unique Research",800
"1167","SPÖ",2022-12-07,25,"Market",2000
"1168","SPÖ",2022-12-07,26,"Unique Research",800
"1169","ÖVP",2022-12-07,21,"Market",2000
"1170","ÖVP",2022-12-07,20,"Unique Research",800
"1171","FPÖ",2022-12-09,26,"INSA",1000
"1172","GRÜNE",2022-12-09,10,"INSA",1000
"1173","NEOS",2022-12-09,8,"INSA",1000
"1174","SPÖ",2022-12-09,27,"INSA",1000
"1175","ÖVP",2022-12-09,21,"INSA",1000
"1176","FPÖ",2022-12-14,30,"Market",2000
"1177","GRÜNE",2022-12-14,10,"Market",2000
"1178","NEOS",2022-12-14,10,"Market",2000
"1179","SPÖ",2022-12-14,24,"Market",2000
"1180","ÖVP",2022-12-14,19,"Market",2000
"1181","FPÖ",2022-12-15,26,"Peter Hajek",800
"1182","GRÜNE",2022-12-15,11,"Peter Hajek",800
"1183","NEOS",2022-12-15,11,"Peter Hajek",800
"1184","SPÖ",2022-12-15,24,"Peter Hajek",800
"1185","ÖVP",2022-12-15,22,"Peter Hajek",800
"1186","FPÖ",2022-12-21,27,"Market",2000
"1187","GRÜNE",2022-12-21,9,"Market",2000
"1188","NEOS",2022-12-21,10,"Market",2000
"1189","SPÖ",2022-12-21,27,"Market",2000
"1190","ÖVP",2022-12-21,20,"Market",2000
"1191","FPÖ",2022-12-28,28,"Market",2000
"1192","GRÜNE",2022-12-28,9,"Market",2000
"1193","NEOS",2022-12-28,11,"Market",2000
"1194","SPÖ",2022-12-28,25,"Market",2000
"1195","ÖVP",2022-12-28,21,"Market",2000
"1196","FPÖ",2023-01-04,29,"Market",2000
"1197","GRÜNE",2023-01-04,10,"Market",2000
"1198","NEOS",2023-01-04,9,"Market",2000
"1199","SPÖ",2023-01-04,25,"Market",2000
"1200","ÖVP",2023-01-04,20,"Market",2000
"1201","FPÖ",2023-01-05,28,"INSA",1000
"1202","GRÜNE",2023-01-05,9,"INSA",1000
"1203","NEOS",2023-01-05,10,"INSA",1000
"1204","SPÖ",2023-01-05,25,"INSA",1000
"1205","ÖVP",2023-01-05,22,"INSA",1000
"1206","FPÖ",2023-01-11,25,"Market",2000
"1207","GRÜNE",2023-01-11,10,"Market",2000
"1208","NEOS",2023-01-11,11,"Market",2000
"1209","SPÖ",2023-01-11,25,"Market",2000
"1210","ÖVP",2023-01-11,22,"Market",2000
"1211","FPÖ",2023-01-18,26,"Market",2000
"1212","FPÖ",2023-01-18,27,"OGM",1002
"1213","GRÜNE",2023-01-18,9,"Market",2000
"1214","GRÜNE",2023-01-18,10,"OGM",1002
"1215","NEOS",2023-01-18,12,"Market",2000
"1216","NEOS",2023-01-18,11,"OGM",1002
"1217","SPÖ",2023-01-18,25,"Market",2000
"1218","SPÖ",2023-01-18,25,"OGM",1002
"1219","ÖVP",2023-01-18,20,"Market",2000
"1220","ÖVP",2023-01-18,22,"OGM",1002
"1221","FPÖ",2023-01-19,28,"Unique Research",800
"1222","GRÜNE",2023-01-19,12,"Unique Research",800
"1223","NEOS",2023-01-19,9,"Unique Research",800
"1224","SPÖ",2023-01-19,24,"Unique Research",800
"1225","ÖVP",2023-01-19,22,"Unique Research",800
"1226","FPÖ",2023-01-25,28,"Market",2000
"1227","GRÜNE",2023-01-25,9,"Market",2000
"1228","NEOS",2023-01-25,11,"Market",2000
"1229","SPÖ",2023-01-25,24,"Market",2000
"1230","ÖVP",2023-01-25,20,"Market",2000
"1231","FPÖ",2023-02-01,29,"Market",2000
"1232","GRÜNE",2023-02-01,10,"Market",2000
"1233","NEOS",2023-02-01,10,"Market",2000
"1234","SPÖ",2023-02-01,23,"Market",2000
"1235","ÖVP",2023-02-01,21,"Market",2000
"1236","FPÖ",2023-02-08,29,"Market",2000
"1237","GRÜNE",2023-02-08,11,"Market",2000
"1238","NEOS",2023-02-08,11,"Market",2000
"1239","SPÖ",2023-02-08,23,"Market",2000
"1240","ÖVP",2023-02-08,19,"Market",2000
"1241","FPÖ",2023-02-09,28,"INSA",1000
"1242","GRÜNE",2023-02-09,10,"INSA",1000
"1243","NEOS",2023-02-09,11,"INSA",1000
"1244","SPÖ",2023-02-09,24,"INSA",1000
"1245","ÖVP",2023-02-09,21,"INSA",1000
"1246","FPÖ",2023-02-15,28,"Market",2000
"1247","GRÜNE",2023-02-15,11,"Market",2000
"1248","NEOS",2023-02-15,11,"Market",2000
"1249","SPÖ",2023-02-15,24,"Market",2000
"1250","ÖVP",2023-02-15,19,"Market",2000
"1251","FPÖ",2023-02-16,27,"OGM",1043
"1252","FPÖ",2023-02-16,29,"Unique Research",800
"1253","GRÜNE",2023-02-16,10,"OGM",1043
"1254","GRÜNE",2023-02-16,10,"Unique Research",800
"1255","NEOS",2023-02-16,11,"OGM",1043
"1256","NEOS",2023-02-16,10,"Unique Research",800
"1257","SPÖ",2023-02-16,24,"OGM",1043
"1258","SPÖ",2023-02-16,24,"Unique Research",800
"1259","ÖVP",2023-02-16,22,"OGM",1043
"1260","ÖVP",2023-02-16,24,"Unique Research",800
"1261","FPÖ",2023-02-21,28,"Market",800
"1262","GRÜNE",2023-02-21,10,"Market",800
"1263","NEOS",2023-02-21,11,"Market",800
"1264","SPÖ",2023-02-21,24,"Market",800
"1265","ÖVP",2023-02-21,22,"Market",800
"1266","FPÖ",2023-02-22,29,"Market",2000
"1267","GRÜNE",2023-02-22,10,"Market",2000
"1268","NEOS",2023-02-22,10,"Market",2000
"1269","SPÖ",2023-02-22,26,"Market",2000
"1270","ÖVP",2023-02-22,19,"Market",2000
"1271","FPÖ",2023-03-08,27,"Market",2000
"1272","GRÜNE",2023-03-08,10,"Market",2000
"1273","NEOS",2023-03-08,9,"Market",2000
"1274","SPÖ",2023-03-08,24,"Market",2000
"1275","ÖVP",2023-03-08,22,"Market",2000
"1276","FPÖ",2023-03-09,27,"INSA",1000
"1277","FPÖ",2023-03-09,31,"Unique Research",800
"1278","GRÜNE",2023-03-09,9,"INSA",1000
"1279","GRÜNE",2023-03-09,10,"Unique Research",800
"1280","NEOS",2023-03-09,10,"INSA",1000
"1281","NEOS",2023-03-09,9,"Unique Research",800
"1282","SPÖ",2023-03-09,26,"INSA",1000
"1283","SPÖ",2023-03-09,25,"Unique Research",800
"1284","ÖVP",2023-03-09,22,"INSA",1000
"1285","ÖVP",2023-03-09,22,"Unique Research",800
"1286","FPÖ",2023-03-15,27,"Market",2000
"1287","GRÜNE",2023-03-15,10,"Market",2000
"1288","NEOS",2023-03-15,12,"Market",2000
"1289","SPÖ",2023-03-15,22,"Market",2000
"1290","ÖVP",2023-03-15,23,"Market",2000
"1291","FPÖ",2023-03-22,28,"Market",2000
"1292","GRÜNE",2023-03-22,11,"Market",2000
"1293","NEOS",2023-03-22,11,"Market",2000
"1294","SPÖ",2023-03-22,23,"Market",2000
"1295","ÖVP",2023-03-22,23,"Market",2000
"1296","FPÖ",2023-03-23,29,"Market",800
"1297","FPÖ",2023-03-23,28,"OGM",1038
"1298","FPÖ",2023-03-23,28,"Unique Research",800
"1299","GRÜNE",2023-03-23,10,"Market",800
"1300","GRÜNE",2023-03-23,10,"OGM",1038
"1301","GRÜNE",2023-03-23,11,"Unique Research",800
"1302","NEOS",2023-03-23,11,"Market",800
"1303","NEOS",2023-03-23,10,"OGM",1038
"1304","NEOS",2023-03-23,9,"Unique Research",800
"1305","SPÖ",2023-03-23,21,"Market",800
"1306","SPÖ",2023-03-23,23,"OGM",1038
"1307","SPÖ",2023-03-23,24,"Unique Research",800
"1308","ÖVP",2023-03-23,23,"Market",800
"1309","ÖVP",2023-03-23,23,"OGM",1038
"1310","ÖVP",2023-03-23,25,"Unique Research",800
"1311","FPÖ",2023-03-29,29,"Market",1000
"1312","FPÖ",2023-03-29,28,"Market",1000
"1313","FPÖ",2023-03-29,31,"Market",1000
"1314","FPÖ",2023-03-29,29,"Market",2000
"1315","GRÜNE",2023-03-29,10,"Market",1000
"1316","GRÜNE",2023-03-29,10,"Market",1000
"1317","GRÜNE",2023-03-29,11,"Market",1000
"1318","GRÜNE",2023-03-29,10,"Market",2000
"1319","NEOS",2023-03-29,13,"Market",1000
"1320","NEOS",2023-03-29,12,"Market",1000
"1321","NEOS",2023-03-29,13,"Market",1000
"1322","NEOS",2023-03-29,13,"Market",2000
"1323","SPÖ",2023-03-29,21,"Market",1000
"1324","SPÖ",2023-03-29,25,"Market",1000
"1325","SPÖ",2023-03-29,16,"Market",1000
"1326","SPÖ",2023-03-29,21,"Market",2000
"1327","ÖVP",2023-03-29,21,"Market",1000
"1328","ÖVP",2023-03-29,20,"Market",1000
"1329","ÖVP",2023-03-29,22,"Market",1000
"1330","ÖVP",2023-03-29,21,"Market",2000
"1331","FPÖ",2023-04-05,29,"Market",2000
"1332","GRÜNE",2023-04-05,11,"Market",2000
"1333","NEOS",2023-04-05,13,"Market",2000
"1334","SPÖ",2023-04-05,23,"Market",2000
"1335","ÖVP",2023-04-05,20,"Market",2000
"1336","FPÖ",2023-04-06,28,"INSA",1000
"1337","GRÜNE",2023-04-06,9,"INSA",1000
"1338","NEOS",2023-04-06,10,"INSA",1000
"1339","SPÖ",2023-04-06,25,"INSA",1000
"1340","ÖVP",2023-04-06,22,"INSA",1000
"1341","FPÖ",2023-04-12,28,"Market",2000
"1342","GRÜNE",2023-04-12,11,"Market",2000
"1343","NEOS",2023-04-12,14,"Market",2000
"1344","SPÖ",2023-04-12,25,"Market",2000
"1345","ÖVP",2023-04-12,20,"Market",2000
"1346","FPÖ",2023-04-19,27,"Market",2000
"1347","GRÜNE",2023-04-19,10,"Market",2000
"1348","NEOS",2023-04-19,13,"Market",2000
"1349","SPÖ",2023-04-19,26,"Market",2000
"1350","ÖVP",2023-04-19,22,"Market",2000
"1351","FPÖ",2023-04-26,28,"Market",1000
"1352","FPÖ",2023-04-26,27,"Market",2000
"1353","FPÖ",2023-04-26,29,"OGM",1021
"1354","GRÜNE",2023-04-26,9,"Market",1000
"1355","GRÜNE",2023-04-26,10,"Market",2000
"1356","GRÜNE",2023-04-26,9,"OGM",1021
"1357","NEOS",2023-04-26,11,"Market",1000
"1358","NEOS",2023-04-26,12,"Market",2000
"1359","NEOS",2023-04-26,8,"OGM",1021
"1360","SPÖ",2023-04-26,22,"Market",1000
"1361","SPÖ",2023-04-26,25,"Market",2000
"1362","SPÖ",2023-04-26,20,"OGM",1021
"1363","ÖVP",2023-04-26,22,"Market",1000
"1364","ÖVP",2023-04-26,22,"Market",2000
"1365","ÖVP",2023-04-26,23,"OGM",1021
"1366","FPÖ",2023-04-27,29,"Peter Hajek",800
"1367","GRÜNE",2023-04-27,10,"Peter Hajek",800
"1368","NEOS",2023-04-27,9,"Peter Hajek",800
"1369","SPÖ",2023-04-27,22,"Peter Hajek",800
"1370","ÖVP",2023-04-27,24,"Peter Hajek",800
"1371","FPÖ",2023-05-01,27,"IFDD",1250
"1372","GRÜNE",2023-05-01,9,"IFDD",1250
"1373","NEOS",2023-05-01,8,"IFDD",1250
"1374","SPÖ",2023-05-01,22,"IFDD",1250
"1375","ÖVP",2023-05-01,24,"IFDD",1250
"1376","FPÖ",2023-05-03,28,"Market",2000
"1377","GRÜNE",2023-05-03,10,"Market",2000
"1378","NEOS",2023-05-03,11,"Market",2000
"1379","SPÖ",2023-05-03,25,"Market",2000
"1380","ÖVP",2023-05-03,21,"Market",2000
"1381","FPÖ",2023-05-04,30,"INSA",1000
"1382","FPÖ",2023-05-04,28,"OGM",2289
"1383","GRÜNE",2023-05-04,9,"INSA",1000
"1384","GRÜNE",2023-05-04,9,"OGM",2289
"1385","NEOS",2023-05-04,9,"INSA",1000
"1386","NEOS",2023-05-04,9,"OGM",2289
"1387","SPÖ",2023-05-04,23,"INSA",1000
"1388","SPÖ",2023-05-04,20,"OGM",2289
"1389","ÖVP",2023-05-04,23,"INSA",1000
"1390","ÖVP",2023-05-04,23,"OGM",2289
"1391","FPÖ",2023-05-10,26,"Market",2000
"1392","GRÜNE",2023-05-10,12,"Market",2000
"1393","NEOS",2023-05-10,10,"Market",2000
"1394","SPÖ",2023-05-10,25,"Market",2000
"1395","ÖVP",2023-05-10,21,"Market",2000
"1396","FPÖ",2023-05-11,29,"Unique Research",800
"1397","GRÜNE",2023-05-11,10,"Unique Research",800
"1398","NEOS",2023-05-11,9,"Unique Research",800
"1399","SPÖ",2023-05-11,23,"Unique Research",800
"1400","ÖVP",2023-05-11,23,"Unique Research",800
"1401","FPÖ",2023-05-16,27,"Market",800
"1402","FPÖ",2023-05-16,26,"Market",2000
"1403","GRÜNE",2023-05-16,10,"Market",800
"1404","GRÜNE",2023-05-16,11,"Market",2000
"1405","NEOS",2023-05-16,10,"Market",800
"1406","NEOS",2023-05-16,11,"Market",2000
"1407","SPÖ",2023-05-16,24,"Market",800
"1408","SPÖ",2023-05-16,25,"Market",2000
"1409","ÖVP",2023-05-16,22,"Market",800
"1410","ÖVP",2023-05-16,21,"Market",2000
"1411","FPÖ",2023-05-18,27,"IFDD",1250
"1412","GRÜNE",2023-05-18,9,"IFDD",1250
"1413","NEOS",2023-05-18,8,"IFDD",1250
"1414","SPÖ",2023-05-18,21,"IFDD",1250
"1415","ÖVP",2023-05-18,24,"IFDD",1250
"1416","FPÖ",2023-05-24,28,"Market",2000
"1417","FPÖ",2023-05-24,26,"OGM",1186
"1418","FPÖ",2023-05-24,28,"OGM",1186
"1419","GRÜNE",2023-05-24,10,"Market",2000
"1420","GRÜNE",2023-05-24,10,"OGM",1186
"1421","GRÜNE",2023-05-24,8,"OGM",1186
"1422","NEOS",2023-05-24,12,"Market",2000
"1423","NEOS",2023-05-24,10,"OGM",1186
"1424","NEOS",2023-05-24,9,"OGM",1186
"1425","SPÖ",2023-05-24,25,"Market",2000
"1426","SPÖ",2023-05-24,24,"OGM",1186
"1427","SPÖ",2023-05-24,26,"OGM",1186
"1428","ÖVP",2023-05-24,21,"Market",2000
"1429","ÖVP",2023-05-24,20,"OGM",1186
"1430","ÖVP",2023-05-24,23,"OGM",1186
"1431","FPÖ",2023-05-27,26,"IFDD",1208
"1432","FPÖ",2023-05-27,27,"IFDD",1208
"1433","GRÜNE",2023-05-27,10,"IFDD",1208
"1434","GRÜNE",2023-05-27,8,"IFDD",1208
"1435","NEOS",2023-05-27,9,"IFDD",1208
"1436","NEOS",2023-05-27,8,"IFDD",1208
"1437","SPÖ",2023-05-27,25,"IFDD",1208
"1438","SPÖ",2023-05-27,26,"IFDD",1208
"1439","ÖVP",2023-05-27,22,"IFDD",1208
"1440","ÖVP",2023-05-27,24,"IFDD",1208
"1441","FPÖ",2023-05-31,27,"Market",489
"1442","FPÖ",2023-05-31,31,"Market",511
"1443","GRÜNE",2023-05-31,10,"Market",489
"1444","GRÜNE",2023-05-31,7,"Market",511
"1445","NEOS",2023-05-31,14,"Market",489
"1446","NEOS",2023-05-31,9,"Market",511
"1447","SPÖ",2023-05-31,20,"Market",489
"1448","SPÖ",2023-05-31,19,"Market",511
"1449","ÖVP",2023-05-31,22,"Market",489
"1450","ÖVP",2023-05-31,26,"Market",511
"1451","FPÖ",2023-06-07,30,"INSA",1000
"1452","FPÖ",2023-06-07,27,"Market",800
"1453","FPÖ",2023-06-07,28,"Market",2000
"1454","GRÜNE",2023-06-07,10,"INSA",1000
"1455","GRÜNE",2023-06-07,12,"Market",800
"1456","GRÜNE",2023-06-07,11,"Market",2000
"1457","NEOS",2023-06-07,9,"INSA",1000
"1458","NEOS",2023-06-07,11,"Market",800
"1459","NEOS",2023-06-07,11,"Market",2000
"1460","SPÖ",2023-06-07,20,"INSA",1000
"1461","SPÖ",2023-06-07,20,"Market",800
"1462","SPÖ",2023-06-07,21,"Market",2000
"1463","ÖVP",2023-06-07,24,"INSA",1000
"1464","ÖVP",2023-06-07,22,"Market",800
"1465","ÖVP",2023-06-07,24,"Market",2000
"1466","FPÖ",2023-06-14,28,"Market",2000
"1467","GRÜNE",2023-06-14,11,"Market",2000
"1468","NEOS",2023-06-14,9,"Market",2000
"1469","SPÖ",2023-06-14,23,"Market",2000
"1470","ÖVP",2023-06-14,23,"Market",2000
"1471","FPÖ",2023-06-15,30,"Unique Research",800
"1472","GRÜNE",2023-06-15,11,"Unique Research",800
"1473","NEOS",2023-06-15,9,"Unique Research",800
"1474","SPÖ",2023-06-15,20,"Unique Research",800
"1475","ÖVP",2023-06-15,24,"Unique Research",800
"1476","FPÖ",2023-06-21,27,"Market",2000
"1477","GRÜNE",2023-06-21,11,"Market",2000
"1478","NEOS",2023-06-21,11,"Market",2000
"1479","SPÖ",2023-06-21,23,"Market",2000
"1480","ÖVP",2023-06-21,21,"Market",2000
"1481","FPÖ",2023-06-22,28,"OGM",1177
"1482","FPÖ",2023-06-22,30,"Peter Hajek",800
"1483","FPÖ",2023-06-22,29,"Peter Hajek",800
"1484","GRÜNE",2023-06-22,9,"OGM",1177
"1485","GRÜNE",2023-06-22,9,"Peter Hajek",800
"1486","GRÜNE",2023-06-22,8,"Peter Hajek",800
"1487","NEOS",2023-06-22,9,"OGM",1177
"1488","NEOS",2023-06-22,9,"Peter Hajek",800
"1489","NEOS",2023-06-22,6,"Peter Hajek",800
"1490","SPÖ",2023-06-22,24,"OGM",1177
"1491","SPÖ",2023-06-22,22,"Peter Hajek",800
"1492","SPÖ",2023-06-22,19,"Peter Hajek",800
"1493","ÖVP",2023-06-22,23,"OGM",1177
"1494","ÖVP",2023-06-22,24,"Peter Hajek",800
"1495","ÖVP",2023-06-22,23,"Peter Hajek",800
"1496","FPÖ",2023-06-28,26,"Market",2000
"1497","GRÜNE",2023-06-28,10,"Market",2000
"1498","NEOS",2023-06-28,13,"Market",2000
"1499","SPÖ",2023-06-28,23,"Market",2000
"1500","ÖVP",2023-06-28,22,"Market",2000
"1501","FPÖ",2023-06-29,30,"Unique Research",800
"1502","FPÖ",2023-06-29,28,"Unique Research",800
"1503","GRÜNE",2023-06-29,10,"Unique Research",800
"1504","GRÜNE",2023-06-29,8,"Unique Research",800
"1505","NEOS",2023-06-29,8,"Unique Research",800
"1506","NEOS",2023-06-29,7,"Unique Research",800
"1507","SPÖ",2023-06-29,23,"Unique Research",800
"1508","SPÖ",2023-06-29,20,"Unique Research",800
"1509","ÖVP",2023-06-29,21,"Unique Research",800
"1510","ÖVP",2023-06-29,20,"Unique Research",800
"1511","FPÖ",2023-07-05,28,"Market",2000
"1512","GRÜNE",2023-07-05,10,"Market",2000
"1513","NEOS",2023-07-05,11,"Market",2000
"1514","SPÖ",2023-07-05,25,"Market",2000
"1515","ÖVP",2023-07-05,21,"Market",2000
"1516","FPÖ",2023-07-06,32,"INSA",1000
"1517","GRÜNE",2023-07-06,9,"INSA",1000
"1518","NEOS",2023-07-06,9,"INSA",1000
"1519","SPÖ",2023-07-06,22,"INSA",1000
"1520","ÖVP",2023-07-06,23,"INSA",1000
"1521","FPÖ",2023-07-12,30,"Market",2000
"1522","GRÜNE",2023-07-12,11,"Market",2000
"1523","NEOS",2023-07-12,8,"Market",2000
"1524","SPÖ",2023-07-12,23,"Market",2000
"1525","ÖVP",2023-07-12,23,"Market",2000
"1526","FPÖ",2023-07-20,27,"OGM",920
"1527","GRÜNE",2023-07-20,9,"OGM",920
"1528","NEOS",2023-07-20,9,"OGM",920
"1529","SPÖ",2023-07-20,25,"OGM",920
"1530","ÖVP",2023-07-20,24,"OGM",920
"1531","FPÖ",2023-08-03,30,"INSA",1000
"1532","GRÜNE",2023-08-03,10,"INSA",1000
"1533","NEOS",2023-08-03,8,"INSA",1000
"1534","SPÖ",2023-08-03,22,"INSA",1000
"1535","ÖVP",2023-08-03,24,"INSA",1000
"1536","FPÖ",2023-08-08,28,"Market",805
"1537","GRÜNE",2023-08-08,11,"Market",805
"1538","NEOS",2023-08-08,10,"Market",805
"1539","SPÖ",2023-08-08,22,"Market",805
"1540","ÖVP",2023-08-08,21,"Market",805
"1541","FPÖ",2023-08-30,30,"Market",2000
"1542","GRÜNE",2023-08-30,10,"Market",2000
"1543","NEOS",2023-08-30,9,"Market",2000
"1544","SPÖ",2023-08-30,23,"Market",2000
"1545","ÖVP",2023-08-30,22,"Market",2000
"1546","FPÖ",2023-09-01,27,"IFDD",1250
"1547","GRÜNE",2023-09-01,12,"IFDD",1250
"1548","NEOS",2023-09-01,8,"IFDD",1250
"1549","SPÖ",2023-09-01,23,"IFDD",1250
"1550","ÖVP",2023-09-01,24,"IFDD",1250
"1551","FPÖ",2023-09-06,30,"Market",2000
"1552","GRÜNE",2023-09-06,10,"Market",2000
"1553","NEOS",2023-09-06,8,"Market",2000
"1554","SPÖ",2023-09-06,23,"Market",2000
"1555","ÖVP",2023-09-06,22,"Market",2000
"1556","FPÖ",2023-09-07,29,"INSA",1000
"1557","GRÜNE",2023-09-07,10,"INSA",1000
"1558","NEOS",2023-09-07,10,"INSA",1000
"1559","SPÖ",2023-09-07,22,"INSA",1000
"1560","ÖVP",2023-09-07,23,"INSA",1000
"1561","FPÖ",2023-09-13,29,"Market",2000
"1562","GRÜNE",2023-09-13,9,"Market",2000
"1563","NEOS",2023-09-13,10,"Market",2000
"1564","SPÖ",2023-09-13,23,"Market",2000
"1565","ÖVP",2023-09-13,23,"Market",2000
"1566","FPÖ",2023-09-14,27,"OGM",1029
"1567","FPÖ",2023-09-14,32,"Unique Research",800
"1568","GRÜNE",2023-09-14,9,"OGM",1029
"1569","GRÜNE",2023-09-14,9,"Unique Research",800
"1570","NEOS",2023-09-14,10,"OGM",1029
"1571","NEOS",2023-09-14,9,"Unique Research",800
"1572","SPÖ",2023-09-14,23,"OGM",1029
